Column,Value,Count
number_of_owner_occupied_units,2149.0,422.0
population,2408.0,422.0
population,6691.0,422.0
population,7446.0,422.0
population,9216.0,422.0
population,5176.0,422.0
census_tract_number,4505.02,422.0
number_of_owner_occupied_units,399.0,422.0
number_of_1_to_4_family_units,535.0,422.0
number_of_owner_occupied_units,372.0,422.0
minority_population,16.15999984741211,422.0
number_of_1_to_4_family_units,2797.0,422.0
number_of_1_to_4_family_units,2398.0,422.0
number_of_1_to_4_family_units,951.0,422.0
loan_amount_000s,790.0,422.0
loan_amount_000s,752.0,422.0
census_tract_number,308.04,422.0
census_tract_number,76.14,422.0
census_tract_number,74.32,422.0
minority_population,61.290000915527344,422.0
census_tract_number,867.01,422.0
minority_population,75.33000183105469,422.0
minority_population,26.43000030517578,422.0
tract_to_msamd_income,62.900001525878906,422.0
tract_to_msamd_income,115.56999969482422,422.0
tract_to_msamd_income,122.91000366210938,422.0
tract_to_msamd_income,100.5500030517578,422.0
minority_population,19.489999771118164,422.0
tract_to_msamd_income,127.16000366210938,422.0
tract_to_msamd_income,86.19000244140625,422.0
minority_population,81.75,422.0
minority_population,36.900001525878906,422.0
minority_population,17.1299991607666,422.0
minority_population,53.97999954223633,422.0
minority_population,14.140000343322754,422.0
tract_to_msamd_income,78.23999786376953,422.0
tract_to_msamd_income,164.74000549316406,422.0
minority_population,33.70000076293945,422.0
number_of_1_to_4_family_units,1795.0,421.0
number_of_1_to_4_family_units,2926.0,421.0
tract_to_msamd_income,94.98999786376952,421.0
population,8998.0,421.0
population,3005.0,421.0
tract_to_msamd_income,107.6500015258789,421.0
census_tract_number,3270.0,421.0
census_tract_number,26.04,421.0
census_tract_number,9106.03,421.0
tract_to_msamd_income,54.630001068115234,421.0
population,6782.0,421.0
minority_population,77.61000061035156,421.0
number_of_owner_occupied_units,1719.0,421.0
number_of_owner_occupied_units,223.0,421.0
number_of_owner_occupied_units,1847.0,421.0
tract_to_msamd_income,141.92999267578125,421.0
applicant_income_000s,346.0,421.0
minority_population,31.07999992370605,421.0
minority_population,89.06999969482422,421.0
minority_population,85.68000030517578,421.0
population,3914.0,421.0
population,3092.0,421.0
minority_population,61.36000061035156,421.0
population,7612.0,421.0
number_of_owner_occupied_units,287.0,420.0
population,5156.0,420.0
minority_population,42.95000076293945,420.0
population,6686.0,420.0
population,4663.0,420.0
population,3617.0,420.0
population,4723.0,420.0
population,5609.0,420.0
population,3893.0,420.0
minority_population,49.68000030517578,420.0
minority_population,26.57999992370605,420.0
minority_population,49.65999984741211,420.0
number_of_owner_occupied_units,2173.0,420.0
number_of_owner_occupied_units,924.0,420.0
census_tract_number,71.07,420.0
census_tract_number,2529.1,420.0
tract_to_msamd_income,134.3699951171875,420.0
tract_to_msamd_income,94.33999633789062,420.0
tract_to_msamd_income,80.08000183105469,420.0
tract_to_msamd_income,178.16000366210938,420.0
tract_to_msamd_income,66.75,420.0
tract_to_msamd_income,152.32000732421875,420.0
census_tract_number,2521.04,420.0
census_tract_number,5040.02,420.0
census_tract_number,4066.01,420.0
census_tract_number,5024.0,420.0
number_of_owner_occupied_units,1359.0,419.0
number_of_owner_occupied_units,1780.0,419.0
number_of_1_to_4_family_units,1257.0,419.0
tract_to_msamd_income,205.58999633789065,419.0
tract_to_msamd_income,99.81999969482422,419.0
tract_to_msamd_income,74.68000030517578,419.0
population,6244.0,419.0
population,4363.0,419.0
population,5489.0,419.0
minority_population,61.560001373291016,419.0
minority_population,78.83999633789062,419.0
tract_to_msamd_income,124.6999969482422,419.0
minority_population,93.45999908447266,419.0
minority_population,41.5,419.0
minority_population,29.40999984741211,419.0
minority_population,48.59000015258789,419.0
number_of_owner_occupied_units,1176.0,419.0
minority_population,69.80999755859375,419.0
tract_to_msamd_income,138.7100067138672,419.0
tract_to_msamd_income,155.25999450683594,419.0
population,5096.0,419.0
population,4599.0,419.0
census_tract_number,9200.15,419.0
census_tract_number,20.35,419.0
census_tract_number,75.12,419.0
census_tract_number,4017.0,419.0
population,3798.0,419.0
number_of_1_to_4_family_units,773.0,419.0
rate_spread,1.84,419.0
tract_to_msamd_income,69.44999694824219,418.0
census_tract_number,9108.07,418.0
number_of_1_to_4_family_units,2287.0,418.0
number_of_1_to_4_family_units,1863.0,418.0
census_tract_number,55.06,418.0
census_tract_number,96.01,418.0
minority_population,19.06999969482422,418.0
tract_to_msamd_income,77.08000183105469,418.0
number_of_owner_occupied_units,2060.0,418.0
minority_population,25.690000534057617,418.0
census_tract_number,4045.02,418.0
tract_to_msamd_income,69.93000030517578,418.0
tract_to_msamd_income,159.5800018310547,418.0
population,6603.0,418.0
population,4756.0,418.0
population,3896.0,418.0
census_tract_number,93.08,418.0
census_tract_number,201.05,418.0
population,6578.0,418.0
tract_to_msamd_income,126.7699966430664,417.0
respondent_id,0000060801,417
minority_population,63.29999923706055,417.0
tract_to_msamd_income,71.19000244140625,417.0
tract_to_msamd_income,149.32000732421875,417.0
census_tract_number,96.19,417.0
number_of_1_to_4_family_units,743.0,417.0
population,3471.0,417.0
population,5926.0,417.0
number_of_owner_occupied_units,1809.0,417.0
number_of_owner_occupied_units,2154.0,417.0
minority_population,67.04000091552734,417.0
population,5116.0,417.0
minority_population,56.459999084472656,417.0
number_of_1_to_4_family_units,2968.0,417.0
number_of_1_to_4_family_units,2113.0,417.0
population,8708.0,417.0
population,6444.0,416.0
population,4017.0,416.0
rate_spread,1.83,416.0
population,9496.0,416.0
population,5840.0,416.0
population,4739.0,416.0
population,3253.0,416.0
census_tract_number,438.21,416.0
minority_population,53.09999847412109,416.0
minority_population,90.66999816894533,416.0
applicant_income_000s,349.0,416.0
minority_population,28.559999465942383,416.0
population,4045.0,416.0
census_tract_number,192.07,416.0
number_of_owner_occupied_units,1379.0,416.0
tract_to_msamd_income,100.63999938964844,416.0
census_tract_number,432.22,416.0
census_tract_number,424.12,416.0
census_tract_number,97.04,416.0
tract_to_msamd_income,165.58999633789062,416.0
tract_to_msamd_income,147.3800048828125,416.0
tract_to_msamd_income,116.12999725341795,416.0
tract_to_msamd_income,131.4199981689453,416.0
number_of_1_to_4_family_units,709.0,416.0
tract_to_msamd_income,98.02999877929688,416.0
number_of_owner_occupied_units,457.0,415.0
tract_to_msamd_income,87.9000015258789,415.0
loan_amount_000s,34.0,415.0
minority_population,30.399999618530277,415.0
census_tract_number,100.25,415.0
census_tract_number,9107.16,415.0
tract_to_msamd_income,89.44999694824219,415.0
minority_population,72.58000183105469,415.0
respondent_id,84-1412422,415
minority_population,32.220001220703125,415.0
minority_population,86.01000213623047,415.0
number_of_1_to_4_family_units,524.0,415.0
minority_population,73.9000015258789,415.0
population,5055.0,415.0
population,6269.0,415.0
population,3883.0,415.0
minority_population,70.19000244140625,415.0
population,4251.0,414.0
population,3293.0,414.0
minority_population,98.19000244140624,414.0
number_of_1_to_4_family_units,1431.0,414.0
tract_to_msamd_income,69.33999633789062,414.0
census_tract_number,452.24,414.0
census_tract_number,31.08,414.0
census_tract_number,51.27,414.0
number_of_1_to_4_family_units,459.0,414.0
tract_to_msamd_income,183.6499938964844,414.0
tract_to_msamd_income,192.88999938964844,414.0
tract_to_msamd_income,121.9800033569336,414.0
tract_to_msamd_income,95.48999786376952,414.0
population,6622.0,414.0
tract_to_msamd_income,120.20999908447266,414.0
tract_to_msamd_income,133.36000061035156,414.0
tract_to_msamd_income,105.4800033569336,414.0
tract_to_msamd_income,128.27999877929688,414.0
number_of_owner_occupied_units,775.0,414.0
number_of_owner_occupied_units,177.0,414.0
applicant_income_000s,480.0,414.0
census_tract_number,408.13,414.0
population,5606.0,414.0
minority_population,52.540000915527344,414.0
minority_population,13.390000343322754,414.0
minority_population,95.70999908447266,414.0
minority_population,73.12999725341797,414.0
minority_population,59.4900016784668,414.0
minority_population,93.20999908447266,414.0
number_of_1_to_4_family_units,1427.0,414.0
minority_population,86.5,414.0
minority_population,14.039999961853027,413.0
census_tract_number,9102.08,413.0
minority_population,57.72999954223633,413.0
minority_population,77.6500015258789,413.0
loan_amount_000s,22.0,413.0
census_tract_number,22.04,413.0
tract_to_msamd_income,76.87999725341797,413.0
tract_to_msamd_income,53.59000015258789,413.0
tract_to_msamd_income,214.3300018310547,413.0
census_tract_number,446.05,413.0
census_tract_number,83.03,413.0
number_of_owner_occupied_units,1056.0,413.0
population,3351.0,413.0
population,5208.0,413.0
minority_population,66.31999969482422,413.0
number_of_1_to_4_family_units,1907.0,413.0
tract_to_msamd_income,112.62999725341795,413.0
number_of_owner_occupied_units,279.0,413.0
number_of_1_to_4_family_units,496.0,412.0
tract_to_msamd_income,87.05000305175781,412.0
population,2769.0,412.0
population,3139.0,412.0
population,5690.0,412.0
population,6547.0,412.0
population,4048.0,412.0
tract_to_msamd_income,165.33999633789062,412.0
tract_to_msamd_income,183.3800048828125,412.0
population,7445.0,412.0
minority_population,59.220001220703125,412.0
minority_population,10.529999732971191,412.0
minority_population,82.16999816894531,412.0
minority_population,92.75,412.0
minority_population,22.049999237060547,412.0
minority_population,69.97000122070312,412.0
minority_population,28.959999084472656,412.0
census_tract_number,96.12,412.0
census_tract_number,320.61,412.0
census_tract_number,74.27,412.0
census_tract_number,432.67,412.0
applicant_race_name_2,American Indian or Alaska Native,411
tract_to_msamd_income,101.33000183105467,411.0
tract_to_msamd_income,128.6999969482422,411.0
minority_population,47.68999862670898,411.0
minority_population,44.79999923706055,411.0
minority_population,36.310001373291016,411.0
minority_population,97.05999755859376,411.0
minority_population,22.690000534057617,411.0
minority_population,83.9800033569336,411.0
minority_population,78.7300033569336,411.0
minority_population,34.619998931884766,411.0
tract_to_msamd_income,113.76000213623048,411.0
tract_to_msamd_income,128.55999755859375,411.0
tract_to_msamd_income,115.23999786376952,411.0
loan_amount_000s,37.0,411.0
number_of_owner_occupied_units,2387.0,411.0
tract_to_msamd_income,150.1699981689453,411.0
tract_to_msamd_income,134.27999877929688,411.0
applicant_race_2,1.0,411.0
population,7170.0,411.0
respondent_id,36-4176531,411
population,3948.0,411.0
number_of_1_to_4_family_units,3075.0,411.0
number_of_1_to_4_family_units,1675.0,411.0
number_of_1_to_4_family_units,2348.0,411.0
census_tract_number,176.01,411.0
respondent_id,0000001207,411
census_tract_number,5412.0,411.0
population,6205.0,411.0
population,5908.0,411.0
population,3201.0,411.0
population,2555.0,410.0
population,10078.0,410.0
population,4126.0,410.0
tract_to_msamd_income,48.970001220703125,410.0
tract_to_msamd_income,93.20999908447266,410.0
tract_to_msamd_income,61.040000915527344,410.0
tract_to_msamd_income,116.29000091552734,410.0
tract_to_msamd_income,181.8600006103516,410.0
population,5392.0,410.0
number_of_1_to_4_family_units,2151.0,410.0
minority_population,69.83000183105469,410.0
population,6920.0,410.0
minority_population,44.38999938964844,410.0
minority_population,90.06999969482422,410.0
minority_population,98.8000030517578,410.0
minority_population,74.0199966430664,410.0
minority_population,20.450000762939453,410.0
minority_population,34.52000045776367,410.0
census_tract_number,97.1,410.0
census_tract_number,4381.0,410.0
census_tract_number,4077.0,410.0
census_tract_number,3332.0,410.0
census_tract_number,3451.14,410.0
population,4451.0,410.0
tract_to_msamd_income,115.93000030517578,410.0
population,7116.0,410.0
population,3366.0,410.0
population,7862.0,410.0
loan_amount_000s,1020.0,410.0
number_of_owner_occupied_units,2379.0,410.0
tract_to_msamd_income,163.64999389648438,409.0
tract_to_msamd_income,106.88999938964844,409.0
number_of_1_to_4_family_units,1720.0,409.0
applicant_income_000s,370.0,409.0
number_of_owner_occupied_units,528.0,409.0
number_of_owner_occupied_units,625.0,409.0
population,3365.0,409.0
population,7201.0,409.0
minority_population,98.0999984741211,409.0
minority_population,82.37999725341797,409.0
tract_to_msamd_income,80.98999786376953,409.0
tract_to_msamd_income,48.59000015258789,409.0
tract_to_msamd_income,132.9600067138672,409.0
census_tract_number,432.46,409.0
census_tract_number,402.01,409.0
census_tract_number,53.04,409.0
population,5994.0,409.0
population,4635.0,409.0
number_of_owner_occupied_units,1789.0,408.0
number_of_1_to_4_family_units,2330.0,408.0
number_of_owner_occupied_units,1426.0,408.0
tract_to_msamd_income,73.94000244140625,408.0
tract_to_msamd_income,68.97000122070312,408.0
number_of_1_to_4_family_units,2556.0,408.0
population,2768.0,408.0
census_tract_number,3300.0,408.0
census_tract_number,2529.12,408.0
census_tract_number,1532.0,408.0
population,6257.0,408.0
population,7767.0,408.0
tract_to_msamd_income,162.1999969482422,408.0
population,7943.0,408.0
minority_population,84.3499984741211,408.0
minority_population,85.93000030517578,408.0
minority_population,27.75,408.0
minority_population,47.54999923706055,408.0
census_tract_number,5736.01,408.0
census_tract_number,31.07,408.0
census_tract_number,97.06,408.0
census_tract_number,432.06,408.0
tract_to_msamd_income,79.13999938964844,408.0
number_of_1_to_4_family_units,2312.0,408.0
tract_to_msamd_income,94.45999908447266,408.0
number_of_owner_occupied_units,2248.0,408.0
tract_to_msamd_income,150.9199981689453,408.0
census_tract_number,53.0,407.0
number_of_1_to_4_family_units,2230.0,407.0
number_of_1_to_4_family_units,2296.0,407.0
number_of_1_to_4_family_units,610.0,407.0
number_of_1_to_4_family_units,2024.0,407.0
population,5911.0,407.0
census_tract_number,186.09,407.0
census_tract_number,1542.02,407.0
population,6038.0,407.0
census_tract_number,5087.03,407.0
population,5374.0,407.0
number_of_owner_occupied_units,1606.0,407.0
minority_population,37.310001373291016,407.0
minority_population,96.23999786376952,407.0
minority_population,66.56999969482422,407.0
minority_population,69.73999786376953,407.0
number_of_1_to_4_family_units,1483.0,407.0
census_tract_number,5.09,407.0
tract_to_msamd_income,159.55999755859375,407.0
loan_amount_000s,684.0,407.0
tract_to_msamd_income,119.86000061035156,407.0
tract_to_msamd_income,133.32000732421875,407.0
tract_to_msamd_income,75.80999755859375,407.0
tract_to_msamd_income,109.98999786376952,407.0
tract_to_msamd_income,120.47000122070312,406.0
minority_population,48.54999923706055,406.0
tract_to_msamd_income,121.19000244140624,406.0
tract_to_msamd_income,82.5,406.0
number_of_owner_occupied_units,1881.0,406.0
number_of_owner_occupied_units,2424.0,406.0
population,3962.0,406.0
population,7288.0,406.0
minority_population,33.77000045776367,406.0
minority_population,35.0,406.0
tract_to_msamd_income,251.0500030517578,406.0
minority_population,17.989999771118164,406.0
minority_population,16.559999465942383,406.0
population,7250.0,406.0
population,7432.0,406.0
population,5232.0,406.0
population,6697.0,406.0
population,7124.0,406.0
population,7114.0,406.0
population,3242.0,406.0
tract_to_msamd_income,217.6499938964844,406.0
population,6571.0,406.0
census_tract_number,170.39,406.0
census_tract_number,8003.32,406.0
population,3586.0,406.0
tract_to_msamd_income,151.80999755859375,406.0
tract_to_msamd_income,222.17999267578125,406.0
tract_to_msamd_income,86.4800033569336,406.0
number_of_1_to_4_family_units,2673.0,406.0
census_tract_number,756.06,406.0
census_tract_number,4513.0,406.0
census_tract_number,168.04,406.0
census_tract_number,1150.0,406.0
minority_population,42.08000183105469,405.0
census_tract_number,427.43,405.0
applicant_income_000s,384.0,405.0
minority_population,51.150001525878906,405.0
census_tract_number,168.09,405.0
minority_population,43.470001220703125,405.0
minority_population,27.989999771118164,405.0
population,4994.0,405.0
census_tract_number,85.05,405.0
population,3145.0,405.0
population,5377.0,405.0
population,4449.0,405.0
tract_to_msamd_income,150.67999267578125,405.0
census_tract_number,178.11,405.0
tract_to_msamd_income,115.20999908447266,405.0
census_tract_number,4504.0,405.0
tract_to_msamd_income,104.3000030517578,405.0
census_tract_number,81.01,405.0
number_of_owner_occupied_units,1594.0,405.0
number_of_owner_occupied_units,1580.0,405.0
tract_to_msamd_income,61.220001220703125,405.0
tract_to_msamd_income,106.55999755859376,405.0
respondent_id,0003938186,405
census_tract_number,1205.0,404.0
census_tract_number,6137.0,404.0
tract_to_msamd_income,150.80999755859375,404.0
tract_to_msamd_income,56.040000915527344,404.0
tract_to_msamd_income,201.19000244140625,404.0
census_tract_number,4015.0,404.0
number_of_owner_occupied_units,282.0,404.0
census_tract_number,51.34,404.0
number_of_owner_occupied_units,2134.0,404.0
census_tract_number,4302.0,404.0
applicant_income_000s,352.0,404.0
census_tract_number,4008.0,404.0
minority_population,51.369998931884766,404.0
loan_amount_000s,47.0,404.0
population,4955.0,404.0
population,8585.0,404.0
population,3460.0,404.0
population,4977.0,404.0
number_of_1_to_4_family_units,3688.0,404.0
number_of_1_to_4_family_units,1023.0,404.0
number_of_1_to_4_family_units,2327.0,404.0
number_of_1_to_4_family_units,484.0,404.0
minority_population,13.779999732971191,404.0
minority_population,41.560001373291016,404.0
population,7089.0,403.0
minority_population,77.25,403.0
minority_population,45.34000015258789,403.0
applicant_income_000s,341.0,403.0
minority_population,96.13999938964844,403.0
minority_population,23.989999771118164,403.0
tract_to_msamd_income,147.88999938964844,403.0
minority_population,93.2300033569336,403.0
minority_population,31.09000015258789,403.0
minority_population,25.850000381469727,403.0
number_of_owner_occupied_units,1696.0,403.0
number_of_owner_occupied_units,610.0,403.0
number_of_owner_occupied_units,530.0,403.0
population,6795.0,403.0
tract_to_msamd_income,130.16000366210938,403.0
population,4787.0,403.0
census_tract_number,3372.0,403.0
census_tract_number,59.07,403.0
census_tract_number,15.05,403.0
census_tract_number,93.11,403.0
minority_population,71.8499984741211,402.0
number_of_owner_occupied_units,248.0,402.0
tract_to_msamd_income,110.88999938964844,402.0
tract_to_msamd_income,117.37999725341795,402.0
tract_to_msamd_income,112.43000030517578,402.0
population,6781.0,402.0
minority_population,81.56999969482422,402.0
minority_population,69.36000061035156,402.0
population,7827.0,402.0
census_tract_number,1514.01,402.0
census_tract_number,75.01,402.0
census_tract_number,201.07,402.0
number_of_1_to_4_family_units,2149.0,402.0
population,6799.0,402.0
population,4620.0,402.0
number_of_owner_occupied_units,238.0,402.0
census_tract_number,64.02,401.0
population,6215.0,401.0
population,3236.0,401.0
population,5322.0,401.0
census_tract_number,4417.0,401.0
minority_population,90.23999786376952,401.0
census_tract_number,1513.09,401.0
census_tract_number,406.04,401.0
population,3305.0,401.0
tract_to_msamd_income,140.69000244140625,401.0
tract_to_msamd_income,89.76000213623047,401.0
tract_to_msamd_income,102.81999969482422,401.0
minority_population,46.81999969482422,401.0
census_tract_number,5120.29,401.0
census_tract_number,432.54,401.0
population,3794.0,401.0
population,5984.0,401.0
population,8412.0,401.0
number_of_1_to_4_family_units,2133.0,401.0
minority_population,39.36000061035156,401.0
tract_to_msamd_income,80.95999908447266,401.0
minority_population,86.56999969482422,401.0
minority_population,58.66999816894531,401.0
population,6948.0,400.0
minority_population,22.3700008392334,400.0
population,7004.0,400.0
population,3852.0,400.0
respondent_id,33-1131083,400
respondent_id,20-1193192,400
loan_amount_000s,27.0,400.0
population,3014.0,400.0
tract_to_msamd_income,73.41000366210938,400.0
tract_to_msamd_income,160.41000366210938,400.0
tract_to_msamd_income,159.4600067138672,400.0
minority_population,43.77000045776367,400.0
minority_population,84.44999694824219,400.0
minority_population,76.1500015258789,400.0
census_tract_number,97.16,400.0
census_tract_number,4046.0,400.0
census_tract_number,162.01,400.0
number_of_owner_occupied_units,713.0,400.0
number_of_owner_occupied_units,706.0,400.0
census_tract_number,409.01,400.0
tract_to_msamd_income,49.810001373291016,400.0
tract_to_msamd_income,140.63999938964844,400.0
minority_population,51.86000061035156,400.0
population,2883.0,399.0
population,3240.0,399.0
minority_population,62.34999847412109,399.0
number_of_1_to_4_family_units,768.0,399.0
number_of_1_to_4_family_units,1811.0,399.0
number_of_1_to_4_family_units,3395.0,399.0
minority_population,43.65999984741211,399.0
population,7661.0,399.0
minority_population,8.920000076293945,399.0
minority_population,77.52999877929688,399.0
minority_population,83.93000030517578,399.0
minority_population,64.55000305175781,399.0
minority_population,27.100000381469727,399.0
minority_population,71.52999877929688,399.0
census_tract_number,422.05,399.0
census_tract_number,449.17,399.0
census_tract_number,78.0,399.0
population,4294.0,399.0
number_of_1_to_4_family_units,1438.0,399.0
tract_to_msamd_income,162.85000610351562,399.0
tract_to_msamd_income,113.79000091552734,399.0
number_of_owner_occupied_units,208.0,399.0
number_of_owner_occupied_units,1867.0,399.0
tract_to_msamd_income,137.94000244140625,399.0
minority_population,78.13999938964844,398.0
number_of_owner_occupied_units,514.0,398.0
number_of_owner_occupied_units,1561.0,398.0
number_of_owner_occupied_units,231.0,398.0
census_tract_number,5501.0,398.0
tract_to_msamd_income,57.060001373291016,398.0
number_of_1_to_4_family_units,1173.0,398.0
tract_to_msamd_income,170.9199981689453,398.0
tract_to_msamd_income,114.26000213623048,398.0
tract_to_msamd_income,87.69000244140625,398.0
population,7008.0,398.0
tract_to_msamd_income,99.2699966430664,398.0
minority_population,98.98999786376952,398.0
tract_to_msamd_income,104.37999725341795,398.0
minority_population,55.7400016784668,398.0
tract_to_msamd_income,117.52999877929688,398.0
population,3789.0,398.0
population,6557.0,398.0
tract_to_msamd_income,123.43000030517578,398.0
tract_to_msamd_income,142.7100067138672,398.0
tract_to_msamd_income,217.4199981689453,398.0
census_tract_number,101.03,398.0
census_tract_number,2380.0,398.0
rate_spread,1.87,398.0
tract_to_msamd_income,64.97000122070312,398.0
census_tract_number,320.42,398.0
population,6518.0,398.0
population,2186.0,398.0
number_of_owner_occupied_units,370.0,397.0
population,3982.0,397.0
population,7985.0,397.0
number_of_owner_occupied_units,2048.0,397.0
census_tract_number,220.11,397.0
tract_to_msamd_income,62.709999084472656,397.0
tract_to_msamd_income,143.57000732421875,397.0
tract_to_msamd_income,109.36000061035156,397.0
population,1619.0,397.0
minority_population,24.46999931335449,397.0
minority_population,50.650001525878906,397.0
tract_to_msamd_income,175.2100067138672,397.0
population,3911.0,397.0
population,4001.0,397.0
loan_amount_000s,1160.0,397.0
census_tract_number,4058.0,397.0
minority_population,89.3499984741211,397.0
census_tract_number,404.05,397.0
minority_population,97.8499984741211,397.0
number_of_1_to_4_family_units,1943.0,397.0
number_of_1_to_4_family_units,1813.0,397.0
minority_population,79.01000213623047,397.0
minority_population,75.86000061035156,397.0
minority_population,51.43000030517578,397.0
minority_population,94.11000061035156,397.0
minority_population,39.5099983215332,397.0
census_tract_number,427.08,397.0
population,8237.0,396.0
population,7639.0,396.0
population,4603.0,396.0
census_tract_number,77.01,396.0
census_tract_number,1031.0,396.0
population,3658.0,396.0
census_tract_number,104.15,396.0
population,1927.0,396.0
census_tract_number,20.13,396.0
census_tract_number,756.04,396.0
loan_amount_000s,748.0,396.0
number_of_1_to_4_family_units,2467.0,396.0
tract_to_msamd_income,64.08000183105469,396.0
tract_to_msamd_income,96.62999725341795,396.0
number_of_1_to_4_family_units,2713.0,396.0
number_of_owner_occupied_units,960.0,396.0
number_of_owner_occupied_units,2363.0,396.0
number_of_owner_occupied_units,2484.0,396.0
applicant_income_000s,353.0,396.0
number_of_owner_occupied_units,1429.0,396.0
tract_to_msamd_income,83.12000274658203,396.0
tract_to_msamd_income,183.8500061035156,396.0
minority_population,56.02000045776367,396.0
minority_population,65.02999877929688,396.0
minority_population,62.88999938964844,396.0
minority_population,87.83999633789062,396.0
minority_population,85.87000274658203,396.0
minority_population,35.130001068115234,396.0
minority_population,15.850000381469728,396.0
number_of_1_to_4_family_units,2893.0,396.0
number_of_1_to_4_family_units,215.0,396.0
tract_to_msamd_income,85.47000122070312,396.0
number_of_owner_occupied_units,2099.0,395.0
number_of_owner_occupied_units,1948.0,395.0
tract_to_msamd_income,264.3399963378906,395.0
tract_to_msamd_income,90.87000274658205,395.0
tract_to_msamd_income,86.1500015258789,395.0
tract_to_msamd_income,148.6699981689453,395.0
tract_to_msamd_income,65.27999877929688,395.0
tract_to_msamd_income,85.98999786376953,395.0
tract_to_msamd_income,106.3499984741211,395.0
tract_to_msamd_income,70.52999877929688,395.0
tract_to_msamd_income,100.73999786376952,395.0
population,4809.0,395.0
population,6523.0,395.0
population,8351.0,395.0
rate_spread,1.81,395.0
population,3621.0,395.0
minority_population,94.94000244140624,395.0
population,3915.0,395.0
minority_population,35.41999816894531,395.0
census_tract_number,2014.01,395.0
census_tract_number,6208.0,395.0
census_tract_number,136.05,395.0
minority_population,19.13999938964844,395.0
minority_population,29.270000457763672,395.0
census_tract_number,2519.03,395.0
census_tract_number,1281.0,395.0
census_tract_number,1216.0,395.0
census_tract_number,320.5,395.0
minority_population,77.62999725341797,395.0
minority_population,92.9000015258789,395.0
census_tract_number,8003.29,395.0
minority_population,30.559999465942383,395.0
population,5576.0,395.0
number_of_1_to_4_family_units,156.0,395.0
minority_population,25.56999969482422,395.0
population,9213.0,395.0
minority_population,21.90999984741211,395.0
minority_population,98.95999908447266,395.0
number_of_1_to_4_family_units,2646.0,395.0
minority_population,94.88999938964844,395.0
minority_population,47.22999954223633,395.0
minority_population,28.18000030517578,395.0
minority_population,92.80999755859376,395.0
tract_to_msamd_income,99.58000183105467,394.0
number_of_1_to_4_family_units,3593.0,394.0
number_of_owner_occupied_units,647.0,394.0
census_tract_number,4087.0,394.0
census_tract_number,3040.03,394.0
census_tract_number,445.18,394.0
number_of_owner_occupied_units,1101.0,394.0
tract_to_msamd_income,65.38999938964844,394.0
loan_amount_000s,49.0,394.0
minority_population,69.0999984741211,394.0
minority_population,28.200000762939453,394.0
population,7527.0,394.0
population,4167.0,394.0
population,2904.0,394.0
tract_to_msamd_income,200.6100006103516,394.0
population,5881.0,394.0
population,4407.0,394.0
population,8124.0,394.0
applicant_income_000s,357.0,394.0
population,6957.0,394.0
population,2664.0,394.0
population,6487.0,394.0
population,4095.0,394.0
tract_to_msamd_income,79.19000244140625,394.0
tract_to_msamd_income,190.3800048828125,394.0
tract_to_msamd_income,89.16000366210938,394.0
tract_to_msamd_income,61.63999938964844,394.0
minority_population,22.90999984741211,394.0
minority_population,11.890000343322754,394.0
minority_population,92.93000030517578,394.0
number_of_owner_occupied_units,2597.0,394.0
number_of_owner_occupied_units,1743.0,393.0
tract_to_msamd_income,112.45999908447266,393.0
tract_to_msamd_income,153.72000122070312,393.0
tract_to_msamd_income,191.25999450683597,393.0
tract_to_msamd_income,93.37999725341795,393.0
minority_population,96.6500015258789,393.0
minority_population,21.100000381469727,393.0
minority_population,54.79999923706055,393.0
minority_population,84.91999816894531,393.0
population,4747.0,393.0
population,6157.0,393.0
population,8252.0,393.0
population,8815.0,393.0
tract_to_msamd_income,66.13999938964844,393.0
population,3324.0,393.0
number_of_1_to_4_family_units,2876.0,393.0
number_of_1_to_4_family_units,1550.0,393.0
applicant_income_000s,354.0,393.0
census_tract_number,5745.0,393.0
minority_population,56.66999816894531,392.0
respondent_id,0000068653,392
census_tract_number,432.62,392.0
census_tract_number,5760.01,392.0
census_tract_number,421.12,392.0
census_tract_number,756.05,392.0
minority_population,73.75,392.0
minority_population,35.52000045776367,392.0
minority_population,67.66000366210938,392.0
minority_population,90.38999938964844,392.0
census_tract_number,93.28,392.0
minority_population,27.81999969482422,392.0
loan_amount_000s,28.0,392.0
minority_population,16.219999313354492,392.0
minority_population,96.66999816894533,392.0
census_tract_number,5125.05,392.0
respondent_id,0000007608,392
number_of_1_to_4_family_units,1495.0,392.0
population,5591.0,392.0
tract_to_msamd_income,165.3699951171875,392.0
tract_to_msamd_income,110.87999725341795,392.0
tract_to_msamd_income,161.27999877929688,392.0
tract_to_msamd_income,134.86000061035156,392.0
population,5771.0,392.0
number_of_1_to_4_family_units,787.0,392.0
population,5610.0,392.0
population,7854.0,392.0
population,7110.0,392.0
tract_to_msamd_income,183.92999267578125,392.0
population,3157.0,392.0
applicant_income_000s,4.0,392.0
tract_to_msamd_income,134.0500030517578,392.0
rate_spread,1.85,391.0
tract_to_msamd_income,159.80999755859375,391.0
population,3970.0,391.0
census_tract_number,6.04,391.0
census_tract_number,200.23,391.0
census_tract_number,1208.0,391.0
population,6779.0,391.0
census_tract_number,418.08,391.0
population,6467.0,391.0
loan_amount_000s,24.0,391.0
population,5016.0,391.0
applicant_income_000s,331.0,391.0
